Block,Cardinal directions,latitude,longitude,,Correct,"If Not Correct, notes on why"
145,SW,45.98542199,-112.54017,,X,
145,NE,45.98554201,-112.540034,,X,
145,NW,45.98554201,-112.54017,,X,
146,SE,45.98542199,-112.53984,,X,
146,SW,45.98542199,-112.539976,,X,
146,NE,45.98554201,-112.53984,,X,
146,NW,45.98554201,-112.539976,,X,
147,SE,45.98542199,-112.539682,,X,
147,SW,45.98542199,-112.539818,,X,
147,NE,45.98554201,-112.539682,,X,
147,NW,45.98554201,-112.539818,,X,
148,SE,45.98542199,-112.539524,,X,
148,SW,45.98542199,-112.53966,,X,
148,NE,45.98554201,-112.539524,,X,
148,NW,45.98554201,-112.53966,,X,
149,SE,45.98542199,-112.539368,,X,
149,SW,45.98542199,-112.539504,,X,
149,NE,45.98554201,-112.539368,,X,
149,NW,45.98554201,-112.539504,,X,
150,SE,45.98542199,-112.539208,,X,
150,SW,45.98542199,-112.539344,,X,
150,NE,45.98554201,-112.539208,,X,
150,NW,45.98554201,-112.539344,,X,
151,SE,45.98555099,-112.540655,,X,
151,SW,45.98555099,-112.540791,,X,
151,NE,45.98567101,-112.540655,,X,
151,NW,45.98567101,-112.540791,,X,
152,SE,45.98555099,-112.540506,,X,
152,SW,45.98555099,-112.540642,,X,
152,NE,45.98567101,-112.540506,,X,
152,NW,45.98567101,-112.540642,,X,
153,SE,45.98555099,-112.540355,,X,
153,SW,45.98555099,-112.540491,,X,
153,NE,45.98567101,-112.540355,,X,
153,NW,45.98567101,-112.540491,,X,
154,SE,45.98555099,-112.540189,,X,
154,SW,45.98555099,-112.540325,,X,
154,NE,45.98567101,-112.540189,,X,
154,NW,45.98567101,-112.540325,,X,
155,SE,45.98555099,-112.540034,,X,
155,SW,45.98555099,-112.54017,,X,
155,NE,45.98567101,-112.540034,,X,
155,NW,45.98567101,-112.54017,,X,
156,SE,45.98555099,-112.53984,,X,
156,SW,45.98555099,-112.539976,,X,
156,NE,45.98567101,-112.53984,,X,
156,NW,45.985665,-112.539972,,,
157,SE,45.98555099,-112.539682,,X,
157,SW,45.98555099,-112.539818,,X,
157,NE,45.98567101,-112.539682,,X,
157,NW,45.98567101,-112.539818,,X,
158,SE,45.98555099,-112.539524,,X,
158,SW,45.98555099,-112.53966,,X,
158,NE,45.98567101,-112.539524,,X,
158,NW,45.98567101,-112.53966,,X,
159,SE,45.98555099,-112.539368,,X,
159,SW,45.98555099,-112.539504,,X,
159,NE,45.98567101,-112.539368,,X,
159,NW,45.98567101,-112.539504,,X,
160,SE,45.98555099,-112.539208,,X,
160,SW,45.98555099,-112.539344,,X,
160,NE,45.98567101,-112.539208,,X,
160,NW,45.98567101,-112.539344,,X,
161,SE,45.98555099,-112.540858,,X,
161,SW,45.98555099,-112.540994,,X,
161,NE,45.98567101,-112.540858,,X,
161,NW,45.98567101,-112.540994,,X,
162,SE,45.98542199,-112.540858,,X,
162,SW,45.98542199,-112.540994,,X,
162,NE,45.98554201,-112.540858,,X,
162,NW,45.98554201,-112.540994,,X,
163,SE,45.98527999,-112.540858,,X,
163,SW,45.98527999,-112.540994,,X,
163,NE,45.98540001,-112.540858,,X,
163,NW,45.98540001,-112.540994,,X,
164,SE,45.98514799,-112.540858,,X,
164,SW,45.98514799,-112.540994,,X,
164,NE,45.98526801,-112.540858,,X,
164,NW,45.98526801,-112.540994,,X,
165,SE,45.98501099,-112.540858,,X,
165,SW,45.98501099,-112.540994,,X,
165,NE,45.98513101,-112.540858,,X,
165,NW,45.98513101,-112.540994,,X,
166,SE,45.98486399,-112.540858,,X,
166,SW,45.98486399,-112.540994,,X,
166,NE,45.98498401,-112.540858,,X,
166,NW,45.98498401,-112.540994,,X,
167,SE,45.98472999,-112.540858,,X,
167,SW,45.98472999,-112.540994,,X,
167,NE,45.98485001,-112.540858,,X,
167,NW,45.98485001,-112.540994,,X,
168,SE,45.98459399,-112.540858,,X,
168,SW,45.98459399,-112.540994,,X,
168,NE,45.98471401,-112.540858,,X,
168,NW,45.98471401,-112.540994,,X,
169,SE,45.98445399,-112.540858,,X,
169,SW,45.98445399,-112.540994,,X,
169,NE,45.98457401,-112.540858,,X,
169,NW,45.98457401,-112.540994,,X,
170,SE,45.98431899,-112.540858,,X,
170,SW,45.98431899,-112.540994,,X,
170,NE,45.98443901,-112.540858,,X,
170,NW,45.98443901,-112.540994,,X,
171,SE,45.98415199,-112.540858,,X,
171,SW,45.98415199,-112.540994,,X,
171,NE,45.98427201,-112.540858,,X,
171,NW,45.98427201,-112.540994,,X,
172,SE,45.98401899,-112.540858,,X,
172,SW,45.98401899,-112.540994,,X,
172,NE,45.98413901,-112.540858,,X,
172,NW,45.98413901,-112.540994,,X,
173,SE,45.98387699,-112.540858,,X,
173,SW,45.98387699,-112.540994,,X,
173,NE,45.98399701,-112.540858,,X,
173,NW,45.98399701,-112.540994,,X,
174,SE,45.98373999,-112.540858,,X,
174,SW,45.98373999,-112.540994,,X,
174,NE,45.98386001,-112.540858,,X,
174,NW,45.98386001,-112.540994,,X,
175,SE,45.98360399,-112.540858,,X,
175,SW,45.98360399,-112.540994,,X,
175,NE,45.98372401,-112.540858,,X,
175,NW,45.98372401,-112.540994,,X,
176,SE,45.98346599,-112.540858,,X,
176,SW,45.98346599,-112.540994,,X,
176,NE,45.98358601,-112.540858,,X,
176,NW,45.98358601,-112.540994,,X,
177,SE,45.98346599,-112.541026,,X,
177,SW,45.98346599,-112.541162,,X,
177,NE,45.98358601,-112.541026,,X,
177,NW,45.98358601,-112.541162,,X,
178,SE,45.98360399,-112.541026,,X,
178,SW,45.98360399,-112.541162,,X,
178,NE,45.98372401,-112.541026,,X,
178,NW,45.98372401,-112.541162,,X,
179,SE,45.98373999,-112.541026,,X,
179,SW,45.98373999,-112.541162,,X,
179,NE,45.98386001,-112.541026,,X,
179,NW,45.98386001,-112.541162,,X,
180,SE,45.98387699,-112.541026,,X,
180,SW,45.98387699,-112.541162,,X,
180,NE,45.98399701,-112.541026,,X,
180,NW,45.98399701,-112.541162,,X,
181,SE,45.98401899,-112.541026,,X,
181,SW,45.98401899,-112.541162,,X,
181,NE,45.98413901,-112.541026,,X,
181,NW,45.98413901,-112.541162,,X,
182,SE,45.98415199,-112.541026,,X,
182,SW,45.98415199,-112.541162,,X,
182,NE,45.98427201,-112.541026,,X,
182,NW,45.98427201,-112.541162,,X,
183,SE,45.98431899,-112.541026,,X,
183,SW,45.98431899,-112.541162,,X,
183,NE,45.98443901,-112.541026,,X,
183,NW,45.98443901,-112.541162,,X,
184,SE,45.98445399,-112.541026,,X,
184,SW,45.98445399,-112.541162,,X,
184,NE,45.98457401,-112.541026,,X,
184,NW,45.98457401,-112.541162,,X,
185,SE,45.98459399,-112.541026,,X,
185,SW,45.98459399,-112.541162,,X,
185,NE,45.98471401,-112.541026,,X,
185,NW,45.98471401,-112.541162,,X,
186,SE,45.98472999,-112.541026,,X,
186,SW,45.98472999,-112.541162,,X,
186,NE,45.98485001,-112.541026,,X,
186,NW,45.98485001,-112.541162,,X,
187,SE,45.98486399,-112.541026,,X,
187,SW,45.98486399,-112.541162,,X,
187,NE,45.98498401,-112.541026,,X,
187,NW,45.98498401,-112.541162,,X,
188,SE,45.98501099,-112.541026,,X,
188,SW,45.98501099,-112.541162,,X,
188,NE,45.98513101,-112.541026,,X,
188,NW,45.98513101,-112.541162,,X,
189,SE,45.98514799,-112.541026,,X,
189,SW,45.98514799,-112.541162,,X,
189,NE,45.98526801,-112.541026,,X,
189,NW,45.98526801,-112.541162,,X,
190,SE,45.98527999,-112.541026,,X,
190,SW,45.98527999,-112.541162,,X,
190,NE,45.98540001,-112.541026,,X,
190,NW,45.98540001,-112.541162,,X,
191,SE,45.98542199,-112.541026,,X,
191,SW,45.98542199,-112.541162,,X,
191,NE,45.98554201,-112.541026,,X,
191,NW,45.98554201,-112.541162,,X,
192,SE,45.98555099,-112.541026,,X,
192,SW,45.98555099,-112.541162,,X,
192,NE,45.98567101,-112.541026,,X,
192,NW,45.98567101,-112.541162,,X,
193,SE,45.98555099,-112.541183,,X,
193,SW,45.98555099,-112.541319,,X,
193,NE,45.98567101,-112.541183,,X,
193,NW,45.98567101,-112.541319,,X,
194,SE,45.98542199,-112.541183,,X,
194,SW,45.98542199,-112.541319,,X,
194,NE,45.98554201,-112.541183,,X,
194,NW,45.98554201,-112.541319,,X,
195,SE,45.98527999,-112.541183,,X,
195,SW,45.98527999,-112.541319,,X,
195,NE,45.98540001,-112.541183,,X,
195,NW,45.98540001,-112.541319,,X,
196,SE,45.98514799,-112.541183,,X,
196,SW,45.98514799,-112.541319,,X,
196,NE,45.98526801,-112.541183,,X,
196,NW,45.98526801,-112.541319,,X,
197,SE,45.98501099,-112.541183,,X,
197,SW,45.98501099,-112.541319,,X,
197,NE,45.98513101,-112.541183,,X,
197,NW,45.98513101,-112.541319,,X,
198,SE,45.98486399,-112.541183,,X,
198,SW,45.98486399,-112.541319,,X,
198,NE,45.98498401,-112.541183,,X,
198,NW,45.98498401,-112.541319,,X,
199,SE,45.98472999,-112.541183,,X,
199,SW,45.98472999,-112.541319,,X,
199,NE,45.98485001,-112.541183,,X,
199,NW,45.98485001,-112.541319,,X,
200,SE,45.98459399,-112.541183,,X,
200,SW,45.98459399,-112.541319,,X,
200,NE,45.98471401,-112.541183,,X,
200,NW,45.98471401,-112.541319,,X,
201,SE,45.98445399,-112.541183,,X,
201,SW,45.98445399,-112.541319,,X,
201,NE,45.98457401,-112.541183,,X,
201,NW,45.98457401,-112.541319,,X,
202,SE,45.98431899,-112.541183,,X,
202,SW,45.98431899,-112.541319,,X,
202,NE,45.98443901,-112.541183,,X,
202,NW,45.98443901,-112.541319,,X,
203,SE,45.98415199,-112.541183,,X,
203,SW,45.98415199,-112.541319,,X,
203,NE,45.98427201,-112.541183,,X,
203,NW,45.98427201,-112.541319,,X,
204,SE,45.98401899,-112.541183,,X,
204,SW,45.98401899,-112.541319,,X,
204,NE,45.98413901,-112.541183,,X,
204,NW,45.98413901,-112.541319,,X,
205,SE,45.98387699,-112.541183,,X,
205,SW,45.98387699,-112.541319,,X,
205,NE,45.98399701,-112.541183,,X,
205,NW,45.98399701,-112.541319,,X,
206,SE,45.98373999,-112.541183,,X,
206,SW,45.98373999,-112.541319,,X,
206,NE,45.98386001,-112.541183,,X,
206,NW,45.98386001,-112.541319,,X,
207,SE,45.98360399,-112.541183,,X,
207,SW,45.98360399,-112.541319,,X,
207,NE,45.98372401,-112.541183,,X,
207,NW,45.98372401,-112.541319,,X,
208,SE,45.98346599,-112.541183,,X,
208,SW,45.98346599,-112.541319,,X,
208,NE,45.98358601,-112.541183,,X,
208,NW,45.98358601,-112.541319,,X,
209,SE,45.98346599,-112.541335,,X,
209,SW,45.98346599,-112.541471,,X,
209,NE,45.98358601,-112.541335,,X,
209,NW,45.98358601,-112.541471,,X,
210,SE,45.98360399,-112.541335,,X,
210,SW,45.98360399,-112.541471,,X,
210,NE,45.98372401,-112.541335,,X,
210,NW,45.98372401,-112.541471,,X,
211,SE,45.98373999,-112.541335,,X,
211,SW,45.98373999,-112.541471,,X,
211,NE,45.98386001,-112.541335,,X,
211,NW,45.98386001,-112.541471,,X,
212,SE,45.98387699,-112.541335,,X,
212,SW,45.98387699,-112.541471,,X,
212,NE,45.98399701,-112.541335,,X,
212,NW,45.98399701,-112.541471,,X,
213,SE,45.98401899,-112.541335,,X,
213,SW,45.98401899,-112.541471,,X,
213,NE,45.98413901,-112.541335,,X,
213,NW,45.98413901,-112.541471,,X,
214,SE,45.98415199,-112.541335,,X,
214,SW,45.98415199,-112.541471,,X,
214,NE,45.98427201,-112.541335,,X,
214,NW,45.98427201,-112.541471,,X,
215,SE,45.98431899,-112.541335,,X,
215,SW,45.98431899,-112.541471,,X,
215,NE,45.98443901,-112.541335,,X,
215,NW,45.98443901,-112.541471,,X,
216,SE,45.98445399,-112.541335,,X,
216,SW,45.98445399,-112.541471,,X,
216,NE,45.98457401,-112.541335,,X,
216,NW,45.98457401,-112.541471,,X,
217,SE,45.98459399,-112.541335,,X,
217,SW,45.98459399,-112.541471,,X,
217,NE,45.98471401,-112.541335,,X,
217,NW,45.98471401,-112.541471,,X,
218,SE,45.98472999,-112.541335,,X,
218,SW,45.98472999,-112.541471,,X,
218,NE,45.98485001,-112.541335,,X,
218,NW,45.98485001,-112.541471,,X,
219,SE,45.98486399,-112.541335,,X,
219,SW,45.98486399,-112.541471,,X,
219,NE,45.98498401,-112.541335,,X,
219,NW,45.98498401,-112.541471,,X,
220,SE,45.98501099,-112.541335,,X,
220,SW,45.98501099,-112.541471,,X,
220,NE,45.98513101,-112.541335,,X,
220,NW,45.98513101,-112.541471,,X,
221,SE,45.98514799,-112.541335,,X,
221,SW,45.98514799,-112.541471,,X,
221,NE,45.98526801,-112.541335,,X,
221,NW,45.98526801,-112.541471,,X,
222,SE,45.98527999,-112.541335,,X,
222,SW,45.98527999,-112.541471,,X,
222,NE,45.98540001,-112.541335,,X,
222,NW,45.98540001,-112.541471,,X,
223,SE,45.98542199,-112.541335,,X,
223,SW,45.98542199,-112.541471,,X,
223,NE,45.98554201,-112.541335,,X,
223,NW,45.98554201,-112.541471,,X,
224,SE,45.98555099,-112.541335,,X,
224,SW,45.98555099,-112.541471,,X,
224,NE,45.98567101,-112.541335,,X,
224,NW,45.98567101,-112.541471,,X,
225,SE,45.98555099,-112.541496,,X,
225,SW,45.98555099,-112.541632,,X,
225,NE,45.98567101,-112.541496,,X,
225,NW,45.98567101,-112.541632,,X,
226,SE,45.98542199,-112.541496,,X,
226,SW,45.98542199,-112.541632,,X,
226,NE,45.98554201,-112.541496,,X,
226,NW,45.98554201,-112.541632,,X,
227,SE,45.98527999,-112.541496,,X,
227,SW,45.98527999,-112.541632,,X,
227,NE,45.98540001,-112.541496,,X,
227,NW,45.98540001,-112.541632,,X,
228,SE,45.98514799,-112.541496,,X,
228,SW,45.98514799,-112.541632,,X,
228,NE,45.98526801,-112.541496,,X,
228,NW,45.98526801,-112.541632,,X,
229,SE,45.98501099,-112.541496,,X,
229,SW,45.98501099,-112.541632,,X,
229,NE,45.98513101,-112.541496,,X,
229,NW,45.98513101,-112.541632,,X,
230,SE,45.98486399,-112.541496,,X,
230,SW,45.98486399,-112.541632,,X,
230,NE,45.98498401,-112.541496,,X,
230,NW,45.98498401,-112.541632,,X,
231,SE,45.98472999,-112.541496,,X,
231,SW,45.98472999,-112.541632,,X,
231,NE,45.98485001,-112.541496,,X,
231,NW,45.98485001,-112.541632,,X,
232,SE,45.98459399,-112.541496,,X,
232,SW,45.98459399,-112.541632,,X,
232,NE,45.98471401,-112.541496,,X,
232,NW,45.98471401,-112.541632,,X,
233,SE,45.98445399,-112.541496,,X,
233,SW,45.98445399,-112.541632,,X,
233,NE,45.98457401,-112.541496,,X,
233,NW,45.98457401,-112.541632,,X,
234,SE,45.98431899,-112.541496,,X,
234,SW,45.98431899,-112.541632,,X,
234,NE,45.98443901,-112.541496,,X,
234,NW,45.98443901,-112.541632,,X,
235,SE,45.98415199,-112.541496,,X,
235,SW,45.98415199,-112.541632,,X,
235,NE,45.98427201,-112.541496,,X,
235,NW,45.98427201,-112.541632,,X,
236,SE,45.98401899,-112.541496,,X,
236,SW,45.98401899,-112.541632,,X,
236,NE,45.98413901,-112.541496,,X,
236,NW,45.98413901,-112.541632,,X,
237,SE,45.98387699,-112.541496,,X,
237,SW,45.98387699,-112.541632,,X,
237,NE,45.98399701,-112.541496,,X,
237,NW,45.98399701,-112.541632,,X,
238,SE,45.98373999,-112.541496,,X,
238,SW,45.98373999,-112.541632,,X,
238,NE,45.98386001,-112.541496,,X,
238,NW,45.98386001,-112.541632,,X,
239,SE,45.98360399,-112.541496,,X,
239,SW,45.98360399,-112.541632,,X,
239,NE,45.98372401,-112.541496,,X,
239,NW,45.98372401,-112.541632,,X,
240,SE,45.98346599,-112.541496,,X,
240,SW,45.98346599,-112.541632,,X,
240,NE,45.98358601,-112.541496,,X,
240,NW,45.98358601,-112.541632,,X,
241,SE,45.98346599,-112.541693,,X,
241,SW,45.98346599,-112.541829,,X,
241,NE,45.98358601,-112.541693,,X,
241,NW,45.98358601,-112.541829,,X,
242,SE,45.98360399,-112.541693,,X,
242,SW,45.98360399,-112.541829,,X,
242,NE,45.98372401,-112.541693,,X,
242,NW,45.98372401,-112.541829,,X,
243,SE,45.98373999,-112.541693,,X,
243,SW,45.98373999,-112.541829,,X,
243,NE,45.98386001,-112.541693,,X,
243,NW,45.98386001,-112.541829,,X,
244,SE,45.98387699,-112.541693,,X,
244,SW,45.98387699,-112.541829,,X,
244,NE,45.98399701,-112.541693,,X,
244,NW,45.98399701,-112.541829,,X,
245,SE,45.98401899,-112.541693,,X,
245,SW,45.98401899,-112.541829,,X,
245,NE,45.98413901,-112.541693,,X,
245,NW,45.98413901,-112.541829,,X,
246,SE,45.98415199,-112.541693,,X,
246,SW,45.98415199,-112.541829,,X,
246,NE,45.98427201,-112.541693,,X,
246,NW,45.98427201,-112.541829,,X,
247,SE,45.98431899,-112.541693,,X,
247,SW,45.98431899,-112.541829,,X,
247,NE,45.98443901,-112.541693,,X,
247,NW,45.98443901,-112.541829,,X,
248,SE,45.98445399,-112.541693,,X,
248,SW,45.98445399,-112.541829,,X,
248,NE,45.98457401,-112.541693,,X,
248,NW,45.98457401,-112.541829,,X,
249,SE,45.98459399,-112.541693,,X,
249,SW,45.98459399,-112.541829,,X,
249,NE,45.98471401,-112.541693,,X,
249,NW,45.98471401,-112.541829,,X,
250,SE,45.98472999,-112.541693,,X,
250,SW,45.98472999,-112.541829,,X,
250,NE,45.98485001,-112.541693,,X,
250,NW,45.98485001,-112.541829,,X,
251,SE,45.98486399,-112.541693,,X,
251,SW,45.98486399,-112.541829,,X,
251,NE,45.98498401,-112.541693,,X,
251,NW,45.98498401,-112.541829,,X,
252,SE,45.98501099,-112.541693,,X,
252,SW,45.98501099,-112.541829,,X,
252,NE,45.98513101,-112.541693,,X,
252,NW,45.98513101,-112.541829,,X,
253,SE,45.98514799,-112.541693,,X,
253,SW,45.98514799,-112.541829,,X,
253,NE,45.98526801,-112.541693,,X,
253,NW,45.98526801,-112.541829,,X,
254,SE,45.98527999,-112.541693,,X,
254,SW,45.98527999,-112.541829,,X,
254,NE,45.98540001,-112.541693,,X,
254,NW,45.98540001,-112.541829,,X,
255,SE,45.98542199,-112.541693,,X,
255,SW,45.98542199,-112.541829,,X,
255,NE,45.98554201,-112.541693,,X,
255,NW,45.98554201,-112.541829,,X,
256,SE,45.98555099,-112.541693,,X,
256,SW,45.98555099,-112.541829,,X,
256,NE,45.98567101,-112.541693,,X,
256,NW,45.98567101,-112.541829,,X,
257,SE,45.98555099,-112.541837,,X,
257,SW,45.98555099,-112.541973,,X,
257,NE,45.98567101,-112.541837,,X,
257,NW,45.98567101,-112.541973,,X,
258,SE,45.98542199,-112.541837,,X,
258,SW,45.98542199,-112.541973,,X,
258,NE,45.98554201,-112.541837,,X,
258,NW,45.98554201,-112.541973,,X,
259,SE,45.98527999,-112.541837,,X,
259,SW,45.98527999,-112.541973,,X,
259,NE,45.98540001,-112.541837,,X,
259,NW,45.98540001,-112.541973,,X,
260,SE,45.98514799,-112.541837,,X,
260,SW,45.98514799,-112.541973,,X,
260,NE,45.98526801,-112.541837,,X,
260,NW,45.98526801,-112.541973,,X,
261,SE,45.98501099,-112.541837,,X,
261,SW,45.98501099,-112.541973,,X,
261,NE,45.98513101,-112.541837,,X,
261,NW,45.98513101,-112.541973,,X,
262,SE,45.98486399,-112.541837,,X,
262,SW,45.98486399,-112.541973,,X,
262,NE,45.98498401,-112.541837,,X,
262,NW,45.98498401,-112.541973,,X,
263,SE,45.98472999,-112.541837,,X,
263,SW,45.98472999,-112.541973,,X,
263,NE,45.98485001,-112.541837,,X,
263,NW,45.98485001,-112.541973,,X,
264,SE,45.98459399,-112.541837,,X,
264,SW,45.98459399,-112.541973,,X,
264,NE,45.98471401,-112.541837,,X,
264,NW,45.98471401,-112.541973,,X,
265,SE,45.98445399,-112.541837,,X,
265,SW,45.98445399,-112.541973,,X,
265,NE,45.98457401,-112.541837,,X,
265,NW,45.98457401,-112.541973,,X,
266,SE,45.98431899,-112.541837,,X,
266,SW,45.98431899,-112.541973,,X,
266,NE,45.98443901,-112.541837,,X,
266,NW,45.98443901,-112.541973,,X,
267,SE,45.98415199,-112.541837,,X,
267,SW,45.98415199,-112.541973,,X,
267,NE,45.98427201,-112.541837,,X,
267,NW,45.98427201,-112.541973,,X,
268,SE,45.98401899,-112.541837,,X,
268,SW,45.98401899,-112.541973,,X,
268,NE,45.98413901,-112.541837,,X,
268,NW,45.98413901,-112.541973,,X,
269,SE,45.98387699,-112.541837,,X,
269,SW,45.98387699,-112.541973,,X,
269,NE,45.98399701,-112.541837,,X,
269,NW,45.98399701,-112.541973,,X,
270,SE,45.98373999,-112.541837,,X,
270,SW,45.98373999,-112.541973,,X,
270,NE,45.98386001,-112.541837,,X,
270,NW,45.98386001,-112.541973,,X,
271,SE,45.98360399,-112.541837,,X,
271,SW,45.98360399,-112.541973,,X,
271,NE,45.98372401,-112.541837,,X,
271,NW,45.98372401,-112.541973,,X,
272,SE,45.98346599,-112.541837,,X,
272,SW,45.98346599,-112.541973,,X,
272,NE,45.98358601,-112.541837,,X,
272,NW,45.98358601,-112.541973,,X,
273,SE,45.98346599,-112.542009,,X,
273,SW,45.98346599,-112.542145,,X,
273,NE,45.98358601,-112.542009,,X,
273,NW,45.98358601,-112.542145,,X,
274,SE,45.98360399,-112.542009,,X,
274,SW,45.98360399,-112.542145,,X,
274,NE,45.98372401,-112.542009,,X,
274,NW,45.98372401,-112.542145,,X,
275,SE,45.98373999,-112.542009,,X,
275,SW,45.98373999,-112.542145,,X,
275,NE,45.98386001,-112.542009,,X,
275,NW,45.98386001,-112.542145,,X,
276,SE,45.98387699,-112.542009,,X,
276,SW,45.98387699,-112.542145,,X,
276,NE,45.98399701,-112.542009,,X,
276,NW,45.98399701,-112.542145,,X,
277,SE,45.98401899,-112.542009,,X,
277,SW,45.98401899,-112.542145,,X,
277,NE,45.98413901,-112.542009,,X,
277,NW,45.98413901,-112.542145,,X,
278,SE,45.98415199,-112.542009,,X,
278,SW,45.98415199,-112.542145,,X,
278,NE,45.98427201,-112.542009,,X,
278,NW,45.98427201,-112.542145,,X,
279,SE,45.98431899,-112.542009,,X,
279,SW,45.98431899,-112.542145,,X,
279,NE,45.98443901,-112.542009,,X,
279,NW,45.98443901,-112.542145,,X,
280,SE,45.98445399,-112.542009,,X,
280,SW,45.98445399,-112.542145,,X,
280,NE,45.98457401,-112.542009,,X,
280,NW,45.98457401,-112.542145,,X,
281,SE,45.98459399,-112.542009,,X,
281,SW,45.98459399,-112.542145,,X,
281,NE,45.98471401,-112.542009,,X,
281,NW,45.98471401,-112.542145,,X,
282,SE,45.98472999,-112.542009,,X,
282,SW,45.98472999,-112.542145,,X,
282,NE,45.98485001,-112.542009,,X,
282,NW,45.98485001,-112.542145,,X,
283,SE,45.98486399,-112.542009,,X,
283,SW,45.98486399,-112.542145,,X,
283,NE,45.98498401,-112.542009,,X,
283,NW,45.98498401,-112.542145,,X,
284,SE,45.98501099,-112.542009,,X,
284,SW,45.98501099,-112.542145,,X,
