block,SE,SE,SW,SW,NE,NE,NW,NW
378,45.98472999,-112.542996,45.98472999,-112.543132,45.98485001,-112.542996,45.98485001,-112.543132
379,45.98486399,-112.542996,45.98486399,-112.543132,45.98498401,-112.542996,45.98498401,-112.543132
380,45.98501099,-112.542996,45.98501099,-112.543132,45.98513101,-112.542996,45.98513101,-112.543132
381,45.98514799,-112.542996,45.98514799,-112.543132,45.98526801,-112.542996,45.98526801,-112.543132
382,45.98527999,-112.542996,45.98527999,-112.543132,45.98540001,-112.542996,45.98540001,-112.543132
383,45.98542199,-112.542996,45.98542199,-112.543132,45.98554201,-112.542996,45.98554201,-112.543132
384,45.98555099,-112.542996,45.98555099,-112.543132,45.98567101,-112.542996,45.98567101,-112.543132
385,45.98555099,-112.543153,45.98555099,-112.543289,45.98567101,-112.543153,45.98567101,-112.543289
386,45.98542199,-112.543153,45.98542199,-112.543289,45.98554201,-112.543153,45.98554201,-112.543289
387,45.98527999,-112.543153,45.98527999,-112.543289,45.98540001,-112.543153,45.98540001,-112.543289
388,45.98514799,-112.543153,45.98514799,-112.543289,45.98526801,-112.543153,45.98526801,-112.543289
389,45.98501099,-112.543153,45.98501099,-112.543289,45.98513101,-112.543153,45.98513101,-112.543289
390,45.98486399,-112.543153,45.98486399,-112.543289,45.98498401,-112.543153,45.98498401,-112.543289
391,45.98472999,-112.543153,45.98472999,-112.543289,45.98485001,-112.543153,45.98485001,-112.543289
392,45.98459399,-112.543153,45.98459399,-112.543289,45.98471401,-112.543153,45.98471401,-112.543289
393,45.98445399,-112.543153,45.98445399,-112.543289,45.98457401,-112.543153,45.98457401,-112.543289
394,45.98431899,-112.543153,45.98431899,-112.543289,45.98443901,-112.543153,45.98443901,-112.543289
395,45.98415199,-112.543153,45.98415199,-112.543289,45.98427201,-112.543153,45.984267,-112.54324
396,45.98401899,-112.543153,45.98401899,-112.543289,45.98413901,-112.543153,45.98413901,-112.543289
397,45.98387699,-112.543153,45.98387699,-112.543289,45.98399701,-112.543153,45.98399701,-112.543289
398,45.98373999,-112.543153,45.98373999,-112.543289,45.98386001,-112.543153,45.98386001,-112.543289
399,45.98360399,-112.543153,45.98360399,-112.543289,45.98372401,-112.543153,45.98372401,-112.543289
400,45.98346599,-112.543153,45.98346599,-112.543289,45.98358601,-112.543153,45.98358601,-112.543289
401,45.98569699,-112.543153,45.98569699,-112.543289,45.98581701,-112.543153,45.98581701,-112.543289
402,45.98569699,-112.542996,45.98569699,-112.543132,45.98581701,-112.542996,45.98581701,-112.543132
403,45.98569699,-112.542835,45.98569699,-112.542971,45.98581701,-112.542835,45.98581701,-112.542971
404,45.98569699,-112.542676,45.98569699,-112.542812,45.985749,-112.542676,45.985748,-112.542812
405,45.98569699,-112.542525,45.98569699,-112.542661,45.985752,-112.542525,45.985752,-112.542661
406,45.98569699,-112.542315,45.98569699,-112.542451,45.98581701,-112.542315,45.98581701,-112.542451
407,45.98569699,-112.542157,45.98569699,-112.542293,45.98581701,-112.542157,45.98581701,-112.542293
408,45.98569699,-112.542009,45.98569699,-112.542145,45.98581701,-112.542009,45.98581701,-112.542145
409,45.98569699,-112.541837,45.98569699,-112.541973,45.98581701,-112.541837,45.98581701,-112.541973
410,45.98569699,-112.541693,45.98569699,-112.541829,45.98581701,-112.541693,45.98581701,-112.541829
411,45.98569699,-112.541496,45.98569699,-112.541632,45.98581701,-112.541496,45.98581701,-112.541632
412,45.98569699,-112.541335,45.98569699,-112.541471,45.98581701,-112.541335,45.98581701,-112.541471
413,45.98569699,-112.541183,45.98569699,-112.541319,45.98581701,-112.541183,45.98581701,-112.541319
414,45.98569699,-112.541026,45.98569699,-112.541162,45.98581701,-112.541026,45.98581701,-112.541162
415,45.98569699,-112.540858,45.98569699,-112.540994,45.98581701,-112.540858,45.98581701,-112.540994
416,45.98569699,-112.540655,45.98569699,-112.540791,45.98581701,-112.540655,45.98581701,-112.540791
417,45.98569699,-112.540506,45.98569699,-112.540642,45.98581701,-112.540506,45.98581701,-112.540642
418,45.98569699,-112.540355,45.98569699,-112.540491,45.98581701,-112.540355,45.98581701,-112.540491
419,45.98569699,-112.540189,45.98569699,-112.540325,45.98581701,-112.540189,45.98581701,-112.540325
420,45.98569699,-112.540034,45.98569699,-112.54017,45.98581701,-112.540034,45.98581701,-112.54017
421,45.98569699,-112.53984,45.98569699,-112.539976,45.98581701,-112.53984,45.98581701,-112.539976
422,45.98569699,-112.539682,45.98569699,-112.539818,45.98581701,-112.539682,45.98581701,-112.539818
423,45.98569699,-112.539524,45.98569699,-112.53966,45.98581701,-112.539524,45.98581701,-112.53966
424,45.98569699,-112.539368,45.98569699,-112.539504,45.98581701,-112.539368,45.98581701,-112.539504
425,45.98569699,-112.539208,45.98569699,-112.539344,45.98581701,-112.539208,45.98581701,-112.539344
426,45.98329999,-112.543153,45.98329999,-112.543289,45.98342001,-112.543153,45.98342001,-112.543289
427,45.98329999,-112.542996,45.98329999,-112.543132,45.98342001,-112.542996,45.98342001,-112.543132
428,45.98329999,-112.542835,45.98329999,-112.542971,45.98342001,-112.542835,45.98342001,-112.542971
429,45.98329999,-112.542676,45.98329999,-112.542812,45.98342001,-112.542676,45.98342001,-112.542812
430,45.98329999,-112.542525,45.98329999,-112.542661,45.98342001,-112.542525,45.98342001,-112.542661
431,45.98329999,-112.542315,45.98329999,-112.542451,45.98342001,-112.542315,45.98342001,-112.542451
432,45.98329999,-112.542157,45.98329999,-112.542293,45.98342001,-112.542157,45.98342001,-112.542293
433,45.98329999,-112.542009,45.98329999,-112.542145,45.98342001,-112.542009,45.98342001,-112.542145
434,45.98329999,-112.541837,45.98329999,-112.541973,45.98342001,-112.541837,45.98342001,-112.541973
435,45.98329999,-112.541693,45.98329999,-112.541829,45.98342001,-112.541693,45.98342001,-112.541829
436,45.98329999,-112.541496,45.98329999,-112.541632,45.98342001,-112.541496,45.98342001,-112.541632
437,45.98329999,-112.541335,45.98329999,-112.541471,45.98342001,-112.541335,45.98342001,-112.541471
438,45.98329999,-112.541183,45.98329999,-112.541319,45.98342001,-112.541183,45.98342001,-112.541319
439,45.98329999,-112.541026,45.98329999,-112.541162,45.98342001,-112.541026,45.98342001,-112.541162
440,45.98329999,-112.540858,45.98329999,-112.540994,45.98342001,-112.540858,45.98342001,-112.540994
441,45.98332299,-112.540655,45.98332299,-112.540791,45.98344301,-112.540655,45.98344301,-112.540791
442,45.98332299,-112.540506,45.98332299,-112.540642,45.98344301,-112.540506,45.98344301,-112.540642
443,45.98332299,-112.540355,45.98332299,-112.540491,45.98344301,-112.540355,45.98344301,-112.540491
444,45.98332299,-112.540189,45.98332299,-112.540325,45.98344301,-112.540189,45.98344301,-112.540325
445,45.98332299,-112.540034,45.98332299,-112.54017,45.98344301,-112.540034,45.98344301,-112.54017
446,45.98329999,-112.53984,45.98329999,-112.539976,45.98342001,-112.53984,45.98342001,-112.539976
447,45.98329999,-112.539682,45.98329999,-112.539818,45.98342001,-112.539682,45.98342001,-112.539818
448,45.98329999,-112.539524,45.98329999,-112.53966,45.98342001,-112.539524,45.98342001,-112.53966
449,45.98329999,-112.539368,45.98329999,-112.539504,45.98342001,-112.539368,45.98342001,-112.539504
450,45.98329999,-112.539208,45.98329999,-112.539344,45.98342001,-112.539208,45.98342001,-112.539344
451,45.98316599,-112.539208,45.98316599,-112.539344,45.98328601,-112.539208,45.98328601,-112.539344
452,45.98316599,-112.539368,45.98316599,-112.539504,45.98328601,-112.539368,45.98328601,-112.539504
453,45.98316599,-112.539524,45.98316599,-112.53966,45.98328601,-112.539524,45.98328601,-112.53966
454,45.98316599,-112.539682,45.98316599,-112.539818,45.98328601,-112.539682,45.98328601,-112.539818
455,45.98316599,-112.53984,45.98316599,-112.539976,45.98328601,-112.53984,45.98328601,-112.539976
456,45.98318599,-112.540034,45.98318599,-112.54017,45.98330601,-112.540034,45.98330601,-112.54017
457,45.98318599,-112.540189,45.98318599,-112.540325,45.98330601,-112.540189,45.98330601,-112.540325
458,45.98318599,-112.540355,45.98318599,-112.540491,45.98330601,-112.540355,45.98330601,-112.540491
459,45.98318599,-112.540506,45.98318599,-112.540642,45.98330601,-112.540506,45.98330601,-112.540642
460,45.98318599,-112.540655,45.98318599,-112.540791,45.98330601,-112.540655,45.98330601,-112.540791
461,45.98316599,-112.540858,45.98316599,-112.540994,45.98328601,-112.540858,45.98328601,-112.540994
462,45.98316599,-112.541026,45.98316599,-112.541162,45.98328601,-112.541026,45.98328601,-112.541162
463,45.98316599,-112.541183,45.98316599,-112.541319,45.98328601,-112.541183,45.98328601,-112.541319
464,45.98316599,-112.541335,45.98316599,-112.541471,45.98328601,-112.541335,45.98328601,-112.541471
465,45.98316599,-112.541496,45.98316599,-112.541632,45.98328601,-112.541496,45.98328601,-112.541632
466,45.98316599,-112.541693,45.98316599,-112.541829,45.98328601,-112.541693,45.98328601,-112.541829
467,45.98316599,-112.541837,45.98316599,-112.541973,45.98328601,-112.541837,45.98328601,-112.541973
468,45.98316599,-112.542009,45.98316599,-112.542145,45.98328601,-112.542009,45.98328601,-112.542145
469,45.98316599,-112.542157,45.98316599,-112.542293,45.98328601,-112.542157,45.98328601,-112.542293
470,45.98316599,-112.542315,45.98316599,-112.542451,45.98328601,-112.542315,45.98328601,-112.542451
471,45.98316599,-112.542525,45.98316599,-112.542661,45.98328601,-112.542525,45.98328601,-112.542661
472,45.98316599,-112.542676,45.98316599,-112.542812,45.98328601,-112.542676,45.98328601,-112.542812
473,45.98316599,-112.542835,45.98316599,-112.542971,45.98328601,-112.542835,45.98328601,-112.542971
474,45.98316599,-112.542996,45.98316599,-112.543132,45.98328601,-112.542996,45.98328601,-112.543132
475,45.98316599,-112.543153,45.98316599,-112.543289,45.98328601,-112.543153,45.98328601,-112.543289
476,45.98302599,-112.543153,45.98302599,-112.543289,45.98314601,-112.543153,45.98314601,-112.543289
477,45.98302599,-112.542996,45.98302599,-112.543132,45.98314601,-112.542996,45.98314601,-112.543132
478,45.98302599,-112.542835,45.98302599,-112.542971,45.98314601,-112.542835,45.98314601,-112.542971
479,45.98302599,-112.542676,45.98302599,-112.542812,45.98314601,-112.542676,45.98314601,-112.542812
480,45.98302599,-112.542525,45.98302599,-112.542661,45.98314601,-112.542525,45.98314601,-112.542661
481,45.98302599,-112.542315,45.98302599,-112.542451,45.98314601,-112.542315,45.98314601,-112.542451
482,45.98302599,-112.542157,45.98302599,-112.542293,45.98314601,-112.542157,45.98314601,-112.542293
483,45.98302599,-112.542009,45.98302599,-112.542145,45.98314601,-112.542009,45.98314601,-112.542145
484,45.98302599,-112.541837,45.98302599,-112.541973,45.98314601,-112.541837,45.98314601,-112.541973
485,45.98302599,-112.541693,45.98302599,-112.541829,45.98314601,-112.541693,45.98314601,-112.541829
486,45.98302599,-112.541496,45.98302599,-112.541632,45.98314601,-112.541496,45.98314601,-112.541632
487,45.98302599,-112.541335,45.98302599,-112.541471,45.98314601,-112.541335,45.98314601,-112.541471
488,45.98302599,-112.541183,45.98302599,-112.541319,45.98314601,-112.541183,45.98314601,-112.541319
489,45.98302599,-112.541026,45.98302599,-112.541162,45.98314601,-112.541026,45.98314601,-112.541162
490,45.98302599,-112.540858,45.98302599,-112.540994,45.98314601,-112.540858,45.98314601,-112.540994
491,45.98304999,-112.540655,45.98304999,-112.540791,45.98317001,-112.540655,45.98317001,-112.540791
492,45.98304999,-112.540506,45.98304999,-112.540642,45.98317001,-112.540506,45.98317001,-112.540642
493,45.983094,-112.540353,45.983096,-112.540491,45.98317001,-112.540355,45.98317001,-112.540491
494,45.983098,-112.540189, 45.983097°,-112.540324°,45.98317001,-112.540189,45.98317001,-112.540325
495,45.98304999,-112.540034,45.98304999,-112.54017,45.98317001,-112.540034,45.98317001,-112.54017
496,45.98302599,-112.53984,45.98302599,-112.539976,45.98314601,-112.53984,45.983147,-112.539971
497,45.98302599,-112.539682,45.98302599,-112.539818,45.98314601,-112.539682,45.98314601,-112.539818
498,45.983049,-112.539524,45.98302599,-112.53966,45.98314601,-112.539524,45.98314601,-112.53966
499,45.983066,-112.539368,45.983052,-112.539502,45.98314601,-112.539368,45.98314601,-112.539504
500,45.983096,-112.539208,45.983072,-112.539344,45.98314601,-112.539208,45.98314601,-112.539344
501,45.98297199,-112.540189,45.98297199,-112.540325,45.98309201,-112.540189,45.983084,-112.540326
502,45.98296399,-112.540355,45.982927,-112.540484,45.98308401,-112.540355,45.98308401,-112.540491
503,45.982918,-112.540506,45.982913,-112.540642,45.983036,-112.540512,45.983026,-112.540643
504,45.982915,-112.540655,45.982915,-112.540791,45.98300801,-112.540655,45.98300801,-112.540791
505,45.98288799,-112.540858,45.98288799,-112.540994,45.98300801,-112.540858,45.98300801,-112.540994
506,45.98288799,-112.541026,45.98288799,-112.541162,45.98300801,-112.541026,45.98300801,-112.541162
507,45.98288799,-112.541183,45.98288799,-112.541319,45.98300801,-112.541183,45.98300801,-112.541319
508,45.98288799,-112.541335,45.98288799,-112.541471,45.98300801,-112.541335,45.98300801,-112.541471
509,45.98288799,-112.541496,45.98288799,-112.541632,45.98300801,-112.541496,45.98300801,-112.541632
510,45.98288799,-112.541693,45.98288799,-112.541829,45.98300801,-112.541693,45.98300801,-112.541829
511,45.98288799,-112.541837,45.98288799,-112.541973,45.98300801,-112.541837,45.98300801,-112.541973
512,45.98288799,-112.542009,45.98288799,-112.542145,45.98300801,-112.542009,45.98300801,-112.542145
513,45.98288799,-112.542157,45.98288799,-112.542293,45.98300801,-112.542157,45.98300801,-112.542293
514,45.98288799,-112.542315,45.98288799,-112.542451,45.98300801,-112.542315,45.98300801,-112.542451
515,45.98288799,-112.542525,45.98288799,-112.542661,45.98300801,-112.542525,45.98300801,-112.542661
516,45.98288799,-112.542676,45.98288799,-112.542812,45.98300801,-112.542676,45.98300801,-112.542812
517,45.98288799,-112.542835,45.98288799,-112.542971,45.98300801,-112.542835,45.98300801,-112.542971
518,45.98288799,-112.542996,45.98288799,-112.543132,45.98300801,-112.542996,45.98300801,-112.543132
519,45.98288799,-112.543153,45.98288799,-112.543289,45.98300801,-112.543153,45.98300801,-112.543289
520,45.98275299,-112.543153,45.98275299,-112.543289,45.98287301,-112.543153,45.98287301,-112.543289
521,45.98275299,-112.542996,45.98275299,-112.543132,45.98287301,-112.542996,45.98287301,-112.543132
522,45.98275299,-112.542835,45.98275299,-112.542971,45.98287301,-112.542835,45.98287301,-112.542971
523,45.98275299,-112.542676,45.98275299,-112.542812,45.98287301,-112.542676,45.98287301,-112.542812
524,45.98275299,-112.542525,45.98275299,-112.542661,45.98287301,-112.542525,45.98287301,-112.542661
525,45.98275299,-112.542315,45.98275299,-112.542451,45.98287301,-112.542315,45.98287301,-112.542451
526,45.98275299,-112.542157,45.98275299,-112.542293,45.98287301,-112.542157,45.98287301,-112.542293
527,45.98275299,-112.542009,45.98275299,-112.542145,45.98287301,-112.542009,45.98287301,-112.542145
528,45.98275299,-112.541837,45.98275299,-112.541973,45.98287301,-112.541837,45.98287301,-112.541973
529,45.98275299,-112.541693,45.98275299,-112.541829,45.98287301,-112.541693,45.98287301,-112.541829
530,45.982776,-112.541492,45.982786,-112.541636,45.98287001,-112.541496,45.98287001,-112.541632
531,45.982787,-112.541335,45.98275299,-112.541471,45.98287301,-112.541335,45.98287301,-112.541471
532,45.98282399,-112.54117,45.982791,-112.541304,45.982867,-112.54117,45.982871,-112.541306
533,45.982721,-112.541493,45.982708,-112.541625,45.982763,-112.541494,45.982767,-112.541626
534,45.982646,-112.541693,45.982617,-112.541829,45.98271801,-112.541693,45.98271801,-112.541829
535,45.982616,-112.54184,45.98259799,-112.541973,45.98271801,-112.541837,45.98271801,-112.541973
536,45.98259799,-112.542009,45.98259799,-112.542145,45.98271801,-112.542009,45.98271801,-112.542145
537,45.98259799,-112.542157,45.98259799,-112.542293,45.98271801,-112.542157,45.98271801,-112.542293
538,45.98259799,-112.542315,45.98259799,-112.542451,45.98271801,-112.542315,45.98271801,-112.542451
539,45.98259799,-112.542525,45.98259799,-112.542661,45.98271801,-112.542525,45.98271801,-112.542661
540,45.98259799,-112.542676,45.98259799,-112.542812,45.98271801,-112.542676,45.98271801,-112.542812
541,45.98259799,-112.542835,45.98259799,-112.542971,45.98271801,-112.542835,45.98271801,-112.542971
542,45.98259799,-112.542996,45.98259799,-112.543132,45.98271801,-112.542996,45.98271801,-112.543132
543,45.98259799,-112.543153,45.98259799,-112.543289,45.98271801,-112.543153,45.98271801,-112.543289
544,45.982462,-112.543154,45.982461,-112.54329,45.98257201,-112.543153,45.98257201,-112.543289
545,45.982464,-112.542996,45.982464,-112.54313,45.98257201,-112.542996,45.98257201,-112.543132
546,45.982462,-112.542835,45.982462,-112.54297,45.98257201,-112.542835,45.98257201,-112.542971
547,45.982463,-112.542674,45.982462,-112.542811,45.98257201,-112.542676,45.98257201,-112.542812
548,45.982465,-112.542524,45.982463,-112.542661,45.98257201,-112.542525,45.98257201,-112.542661
549,45.982463,-112.542315,45.98245199,-112.542451,45.98257201,-112.542315,45.98257201,-112.542451
550,45.982498,-112.54216,45.98245199,-112.542293,45.98257201,-112.542157,45.98257201,-112.542293
551,45.982542,-112.542009,45.982501,-112.542145,45.98257201,-112.542009,45.98257201,-112.542145
552,45.982419,-112.542315,45.982406,-112.542431,45.982456,-112.542317,45.982452,-112.54245
553,45.982427,-112.542512,45.98234199,-112.542661,45.98246201,-112.542525,45.982453,-112.54266
554,45.982398,-112.542667,45.98234199,-112.542812,45.982452,-112.542676,45.98246201,-112.542812
555,45.98235,-112.542845,45.98234199,-112.542971,45.982448,-112.542835,45.982451,-112.542971
556,45.98234199,-112.542996,45.98234199,-112.543132,45.982451,-112.542996,45.982452,-112.543132
557,45.98234199,-112.543153,45.98234199,-112.543289,45.982451,-112.543152,45.982451,-112.543291
558,45.98226399,-112.543153,45.982279,-112.543269,45.982327,-112.543153,45.982327,-112.543289
559,45.98226399,-112.542996,45.98226399,-112.543132,45.982327,-112.542996,45.982327,-112.543132
560,45.98226399,-112.542835,45.98226399,-112.542971,45.982327,-112.542835,45.982327,-112.542971
561,45.982333,-112.542658,45.98228499,-112.542797,45.982386,-112.542664,45.982405,-112.542804
562,45.982381,-112.542504,45.982334,-112.54264,45.982422,-112.542511,45.98239,-112.542655
0,45.98415499,-112.539689,45.98415499,-112.539825,45.98427501,-112.539689,45.984214,-112.539825
,N,N,E,E,S,S,W,W
Center,45.984398,-112.540048,45.984297,-112.540269,45.984202,-112.540048,45.984297,-112.539833
,0,0,0,0,0,0,0,0
